Modele,Code_Solaris,Marque,Familles,Code_MCA,Référence
DISPOSITIF EXT / INT DE LIAISON SAN...,CAT-NAT15-001440,,KIT INSTALLATION TIE DANS VEHICULEBLUETOOTH,DISPO013,
DISPOSITIF DE LIAISON SANS FIL BLUE...,CAT-NAT15-001439,,KIT INSTALLATION TIE DANS VEHICULEBLUETOOTH,,
DISPOSITIF DE LIAISON SANS FIL BLUE...,CAT-NAT15-001438,,KIT INSTALLATION TIE DANS VEHICULEBLUETOOTH,,
DISPOSITIF DE LIAISON SANS FIL BLUE...,CAT-NAT15-001437,,KIT INSTALLATION TIE DANS VEHICULEBLUETOOTH,,
DISPOSITIF BLUETOOTH COMPLET (MODUL...,CAT-NAT15-001436,,KIT INSTALLATION TIE DANS VEHICULEBLUETOOTH,DISPO015,
HAUT-PARLEUR PEIKER KL1-4 OHMS-5 WA...,CAT-NAT15-001435,,KIT INSTALLATION TIE DANS VEHICULEACCESSOIRE EXPLOITATION,,
TR-AP-18E,CAT-NAT15-001434,,HF/VHF SUR AÉRONEFUC,,
TR-AP-143 A,CAT-NAT15-001433,,HF/VHF SUR AÉRONEFUC,,
TR-AP 149,CAT-NAT15-001432,,HF/VHF SUR AÉRONEFUC,,
TR AP 138 A,CAT-NAT15-001431,,HF/VHF SUR AÉRONEFUC,,
KX-175B SUR AVION,CAT-NAT15-001430,,HF/VHF SUR AÉRONEFUC,,
HF 9000,CAT-NAT15-001429,,HF/VHF SUR AÉRONEFUC,,
AVC 110A SUR AVION,CAT-NAT15-001428,,HF/VHF SUR AÉRONEFUC,,
POSTE DE 3 VHF BECKER,CAT-NAT15-001427,,HF/VHF SUR AÉRONEFE/R,,
BCR 1040,CAT-NAT15-001426,,HF/VHF SUR AÉRONEFE/R,,
210 A,CAT-NAT15-001425,,E/RHF/VHF SUR AÉRONEF,,
A MODULATION D AMPLITUDE POUR A,CAT-NAT15-001424,,HF/VHF SUR AÉRONEFE/R,,
275 B,CAT-NAT15-001423,,HF/VHF SUR AÉRONEFE/R,,
PREAMPLIFICATEUR BF AM-54-B,CAT-NAT15-001422,,HF/VHF SUR AÉRONEFACCESSOIRE INSTALLATION,,
BOITE DE COMMANDE 677 B,CAT-NAT15-001421,,HF/VHF SUR AÉRONEFACCESSOIRE INSTALLATION,,
TRC 3700 VERSION MOBILE (VEHICULE),CAT-NAT15-001420,,HF/BLU FIXE ET VEHICULEUCIE,,
TRC 3500 G3 STATION FIXE,CAT-NAT15-001419,,HF/BLU FIXE ET VEHICULEUCIE,,
TRC 3500 G3 (VERT) EN STATION MOBIL...,CAT-NAT15-001418,,HF/BLU FIXE ET VEHICULEUCIE,,
HF PORTABLE,CAT-NAT15-001417,,HF/BLU FIXE ET VEHICULEUCIE,,
HF MOBILE,CAT-NAT15-001415,,HF/BLU FIXE ET VEHICULEUCIE,,
HF FIXE SANS BA,CAT-NAT15-001414,,HF/BLU FIXE ET VEHICULEUCIE,,
HF FIXE AVEC BA,CAT-NAT15-001413,,HF/BLU FIXE ET VEHICULEUCIE,,
HF FIXE,CAT-NAT15-001412,,HF/BLU FIXE ET VEHICULEUCIE,,
AN-GRC-9A SUR VEHICULE ROUTIER,CAT-NAT15-001411,,HF/BLU FIXE ET VEHICULEUCIE,,
AN-GRC-9A EN STATION FIXE,CAT-NAT15-001410,,HF/BLU FIXE ET VEHICULEUCIE,,
AN-GRC-9A AVEC QR-TA-2A EN STATION ...,CAT-NAT15-001409,,HF/BLU FIXE ET VEHICULEUCIE,,
TRC 382,CAT-NAT15-001408,,HF/BLU FIXE ET VEHICULEUCF,,
TRC 3700,CAT-NAT15-001407,,HF/BLU FIXE ET VEHICULEUCF,,
TRC 3500-A,CAT-NAT15-001406,,HF/BLU FIXE ET VEHICULEUCF,1JCC3500,
TRC 3500 G3,CAT-NAT15-001405,,HF/BLU FIXE ET VEHICULEUCF,1JCC3500,
TRC 3700 PORTABLE,CAT-NAT15-001404,,HF/BLU FIXE ET VEHICULEUCE,,
TRC 393,CAT-NAT15-001403,,HF/BLU FIXE ET VEHICULEUC,,
TRC 222,CAT-NAT15-001402,,HF/BLU FIXE ET VEHICULEUC,,
RECEPTEUR TRC 394,CAT-NAT15-001401,,HF/BLU FIXE ET VEHICULEUC,,
RECEPTEUR E 410 AVEC SYNTHETISEUR,CAT-NAT15-001399,,HF/BLU FIXE ET VEHICULEUC,,
DDI TRC 9724,CAT-NAT15-001398,,HF/BLU FIXE ET VEHICULEENVIRONNEMENT LOGICIEL,,
CENTRE DE GESTION DES ELEMENTS SECR...,CAT-NAT15-001397,,HF/BLU FIXE ET VEHICULEENVIRONNEMENT LOGICIEL,,
VEHICULE - VHF/FM PR4G (ER315B),CAT-NAT15-001396,,HF/BLU FIXE ET VEHICULEE/R,1JEVPR4G,
PORTATIF - ER 350 PR4G (2W),CAT-NAT15-001395,,HF/BLU FIXE ET VEHICULEE/R,1JER350A,
PORTATIF - ER328A (1W),CAT-NAT15-001394,,HF/BLU FIXE ET VEHICULEE/R,1JER328A,
PORTABLE - ER 362  VS4IP PR4G,CAT-NAT15-001393,,E/RHF/BLU FIXE ET VEHICULE,1JER362A,
PORTABLE - ER 314B  VHF/FM PR4,CAT-NAT15-001392,,HF/BLU FIXE ET VEHICULEE/R,1JEPPR4G,
TRC3500A OU G3,CAT-NAT15-001391,,HF/BLU FIXE ET VEHICULEE/R,1JCC3500,
POUR TRC 3500 3700 ET PR4G (2 OU 3 ...,CAT-NAT15-001388,,HF/BLU FIXE ET VEHICULECHARGEUR,,
POUR POSTE TRC 472,CAT-NAT15-001387,,HF/BLU FIXE ET VEHICULECHARGEUR,,
PORTABLE TRC3500 3700 ET PR4G (2 VO...,CAT-NAT15-001386,,HF/BLU FIXE ET VEHICULECHARGEUR,,
PANNEAU SOLAIRE TRC 3700 / PR4G,CAT-NAT15-001385,,CHARGEURHF/BLU FIXE ET VEHICULE,,
8 VOIES POUR TRC 3500 3700 ET PR4G,CAT-NAT15-001384,,HF/BLU FIXE ET VEHICULECHARGEUR,,
CHARG ALT 160,CAT-NAT15-001383,,CHARGEURHF/BLU FIXE ET VEHICULE,1BCLT160,
BOITIER BIV EASY PG2 IT3,CAT-NAT15-001382,,UHF TETRAPOL 2G (TERMINAUX)ACCESSOIRE EXPLOITATION,BOITI16A,
AEA172-2 (GRIS OU VERT),CAT-NAT15-001381,,BOITE D ACCORD ANTENNEHF/BLU FIXE ET VEHICULE,1ABEA172,
AEA 309,CAT-NAT15-001380,,BOITE D ACCORD ANTENNEHF/BLU FIXE ET VEHICULE,,
AEA 115,CAT-NAT15-001379,,BOITE D ACCORD ANTENNEHF/BLU FIXE ET VEHICULE,,
ANTENNE POUR PORTATIF P2G (AU VA OM...,CAT-NAT15-001378,,UHF TETRAPOL 2G (TERMINAUX)VA OMNPNANTENNE,ANTEN09A,
MOBILE HF,CAT-NAT15-001377,,HF/BLU FIXE ET VEHICULEANTENNE MOBILE H.F,,
HF MARINE TYPE 802C AVEC ROTULE (P=...,CAT-NAT15-001376,,HF/BLU FIXE ET VEHICULEANTENNE MOBILE H.F,,
HF MARINE 802C SANS ROTULE AVEC 2 A...,CAT-NAT15-001375,,ANTENNE MOBILE H.FHF/BLU FIXE ET VEHICULE,,
FOUET HF 1.5-30 MHZ 100W L=5 M TYPE...,CAT-NAT15-001374,,HF/BLU FIXE ET VEHICULEANTENNE MOBILE H.F,,
FOUET FIBRE ANT 112-B REPLIABLE 20W...,CAT-NAT15-001373,,HF/BLU FIXE ET VEHICULEANTENNE MOBILE H.F,,
FOUET ANT-217 (3.20M)- 125W - 2 A 1...,CAT-NAT15-001372,,ANTENNE MOBILE H.FHF/BLU FIXE ET VEHICULE,,
FOUET ANT 117-2 (H=5 M) 125W (2 A 1...,CAT-NAT15-001371,,HF/BLU FIXE ET VEHICULEANTENNE MOBILE H.F,,
FOUET 5 M - 2-20 MHZ,CAT-NAT15-001370,,HF/BLU FIXE ET VEHICULEANTENNE MOBILE H.F,,
FOUET 2-20 MHZ,CAT-NAT15-001369,,ANTENNE MOBILE H.FHF/BLU FIXE ET VEHICULE,,
ANTENNE COURTE POUR E/R PORTATIF PR...,CAT-NAT15-001368,,RESEAU BLUHF/BLU FIXE ET VEHICULEANTENNE MOBILE H.FNPN,ANTEN28A,
ANT-136 (1.25m),CAT-NAT15-001367,,ANTENNE MOBILE H.FHF/BLU FIXE ET VEHICULE,,
ANT NVIS 125W 1.6/30MHZ COMPRENANT ...,CAT-NAT15-001366,,ANTENNE MOBILE H.FHF/BLU FIXE ET VEHICULE,,
ANT FOUET 20W ANT207 POUR PORTABLE ...,CAT-NAT15-001365,,HF/BLU FIXE ET VEHICULEANTENNE MOBILE H.F,,
UC AFB-215 - AN-416-A,CAT-NAT15-001364,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
TRANSFORMATEUR HF LARGE BANDE TRC-1...,CAT-NAT15-001363,,ANTENNE FIXE H.FHF/BLU FIXE ET VEHICULE,,
COMMUTATEUR D ANTENNE TRC 2206,CAT-NAT15-001362,,ANTENNE FIXE H.FHF/BLU FIXE ET VEHICULE,,
LONGUE DISTANCE ANT 308,CAT-NAT15-001361,,ANTENNE FIXE H.FHF/BLU FIXE ET VEHICULE,,
LARGE BANDE ANT-119-1,CAT-NAT15-001360,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
FOUET DE 10 METRES ANF-101,CAT-NAT15-001359,,ANTENNE FIXE H.FHF/BLU FIXE ET VEHICULE,,
FOUET 400W ANT 122-4 (L=10.45M) 1.6...,CAT-NAT15-001358,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
FOUET 1KW 1.5-30MHZ L=6.50M TYPE AN...,CAT-NAT15-001357,,ANTENNE FIXE H.FHF/BLU FIXE ET VEHICULE,,
FIXE HF LARGE BANDE ANT-121,CAT-NAT15-001356,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
FILAIRE LARGE BANDE,CAT-NAT15-001355,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
FILAIRE ANT 301,CAT-NAT15-001354,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
FILAIRE 20W ANT 300,CAT-NAT15-001353,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
FILAIRE 2-30MHZ ANT 113-1,CAT-NAT15-001352,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
DIPOLE LARGE BANDE ANT 107-00,CAT-NAT15-001351,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
ANT-118-1 AVEC DEVIDOIR,CAT-NAT15-001350,,HF/BLU FIXE ET VEHICULEANTENNE FIXE H.F,,
ALA 172 POUR TRC 3500,CAT-NAT15-001349,,HF/BLU FIXE ET VEHICULEAMPLIFICATEUR,1CALA172,
ALA 126,CAT-NAT15-001348,,HF/BLU FIXE ET VEHICULEAMPLIFICATEUR,1CALA126,
GENERATRICE GN-58 POUR AN-GRC-9,CAT-NAT15-001346,,ALIMENTATIONHF/BLU FIXE ET VEHICULE,,
ALIMENTATION SECTEUR BA-224-A POUR ...,CAT-NAT15-001345,,HF/BLU FIXE ET VEHICULEALIMENTATION,,
ALT 168,CAT-NAT15-001343,,HF/BLU FIXE ET VEHICULEALIMENTATION,,
ALT 165,CAT-NAT15-001342,,HF/BLU FIXE ET VEHICULEALIMENTATION,1BFLT165,
ALT 137,CAT-NAT15-001341,,HF/BLU FIXE ET VEHICULEALIMENTATION,,
ALI 116,CAT-NAT15-001340,,HF/BLU FIXE ET VEHICULEALIMENTATION,,
SUP 220,CAT-NAT15-001339,,HF/BLU FIXE ET VEHICULEACCESSOIRE INSTALLATION,,
CONNECTEUR N FEMELLE A PRESSE ETOUP...,CAT-NAT15-001338,,HF/BLU FIXE ET VEHICULEACCESSOIRE INSTALLATIONBP,PRISE051,
"PILE LITHIUM 3,6V FORMAT 1/2R6 ETAN...",CAT-NAT15-001336,,ACCESSOIRE INSTALLATIONHF/BLU FIXE ET VEHICULEBP,PILE-016,
FLEXIBLE AMA 113,CAT-NAT15-001335,,ACCESSOIRE INSTALLATIONHF/BLU FIXE ET VEHICULE,,
FKLU LG200,CAT-NAT15-001334,,HF/BLU FIXE ET VEHICULEACCESSOIRE INSTALLATION,,
CONNECTEUR N MALE A PRESSE ETOUPE P...,CAT-NAT15-001333,,ACCESSOIRE INSTALLATIONHF/BLU FIXE ET VEHICULEBP,FICHE120,
DEBARQUABILITE,CAT-NAT15-001332,,HF/BLU FIXE ET VEHICULEACCESSOIRE INSTALLATION,,
CORD CRE142,CAT-NAT15-001331,,ACCESSOIRE INSTALLATIONHF/BLU FIXE ET VEHICULE,,
CORD CRE140,CAT-NAT15-001330,,HF/BLU FIXE ET VEHICULEACCESSOIRE INSTALLATION,,
CHA SUP 220,CAT-NAT15-001329,,HF/BLU FIXE ET VEHICULEACCESSOIRE INSTALLATION,,
BANC LO 208,CAT-NAT15-001327,,HF/BLU FIXE ET VEHICULEACCESSOIRE INSTALLATION,,
PEDALE D ALTERNAT KR-137-A,CAT-NAT15-001325,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,,
MICROPHONE STANDARD,CAT-NAT15-001324,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,,
MANIPULATEUR VIBRO MAT-103-1,CAT-NAT15-001323,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,,
MANIPULATEUR SIMPLE MAT-104-1,CAT-NAT15-001322,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,,
HP AMPLIFIE HPA111-14A - HF/BLU,CAT-NAT15-001320,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,1AGHP111,
HAUT-PARLEUR A AMPLIFICATEUR INCORP...,CAT-NAT15-001319,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,HAUT-08A,
HAUT PARLEUR PASSIF POUR E/R PR4G,CAT-NAT15-001318,,ACCESSOIRE EXPLOITATIONHF/BLU FIXE ET VEHICULE,HAUT-07A,
HAUT PARLEUR HP-86A,CAT-NAT15-001317,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,1AGHP86A,
HAUT PARLEUR A AMPLIFICATEUR INCORP...,CAT-NAT15-001316,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,HAUT-06A,
EQ TETE 123-14,CAT-NAT15-001312,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,,
COMBINE POUR TRC 3500,CAT-NAT15-001311,,ACCESSOIRE EXPLOITATIONHF/BLU FIXE ET VEHICULE,COMBI04A,
COMBINE D EXPLOITATION TRC9750A AVE...,CAT-NAT15-001309,,ACCESSOIRE EXPLOITATIONHF/BLU FIXE ET VEHICULE,,
BOITIER ALTERNAT 237-SP-203 POUR AC...,CAT-NAT15-001308,,HF/BLU FIXE ET VEHICULEACCESSOIRE EXPLOITATION,,
"ODU 300 – 7 Ghz Low, Tx : 7421 - 74...",CAT-NAT15-001302,AVIAT,V35 IP RUBIS (FH)ODU 300,BLOC070A,EAH-07-0161-201
"ODU 300 – 7 Ghz Low, Tx : 7512 - 75...",CAT-NAT15-001301,AVIAT,ODU 300V35 IP RUBIS (FH),BLOC073A,EAH-07-0161-121
"ODU 300 – 7 Ghz Low, Tx : 7480 - 75...",CAT-NAT15-001300,AVIAT,V35 IP RUBIS (FH)ODU 300,BLOC072A,EAH-07-0161-111
HP7 LOW - EAH-07-0161-041,CAT-NAT15-001299,,ODU 300V35 IP RUBIS (FH),BLOC075A,
HP7 LOW - EAH-07-0161-021,CAT-NAT15-001298,,V35 IP RUBIS (FH)ODU 300,BLOC071A,
"ODU 300 – 7 Ghz High, Tx : 7581 - 7...",CAT-NAT15-001296,AVIAT,V35 IP RUBIS (FH)ODU 300,BLOC170A,EAH-07-0161-202
"ODU 300 - 7 Ghz High, Tx : 7637 - 7...",CAT-NAT15-001295,AVIAT,ODU 300V35 IP RUBIS (FH),BLOC172A,EAH-07-0161-112
HP7 HIGH - EAH-07-0161-042,CAT-NAT15-001294,,ODU 300V35 IP RUBIS (FH),BLOC175A,
HP7 HIGH - EAH-07-0161-022,CAT-NAT15-001293,,ODU 300V35 IP RUBIS (FH),BLOC171A,
"ODU 300 – 26 Ghz Low, Tx : 25085-25...",CAT-NAT15-001292,AVIAT,ODU 300V35 IP RUBIS (FH),BLOC090A,EAH-26-1008-031
"ODU 300 – 26 Ghz High, Tx : 26093-2...",CAT-NAT15-001291,AVIAT,ODU 300V35 IP RUBIS (FH),BLOC190A,EAH-26-1008-032
"ODU 300 – 15 Ghz Low, Tx : 14501-14...",CAT-NAT15-001290,AVIAT,V35 IP RUBIS (FH)ODU 300,BLOC080A,EAH-15-0728-011
"ODU 300 – 15 Ghz High, Tx : 15145-1...",CAT-NAT15-001289,AVIAT,V35 IP RUBIS (FH)ODU 300,BLOC180A,EAH-15-0728-012
HP 7. 7710-7767 MHZ. HIGH,CAT-NAT15-001288,,ODU 300V35 IP RUBIS (FH),,
HP 7. 7666-7729 MHZ. HIGH,CAT-NAT15-001287,,V35 IP RUBIS (FH)ODU 300,,
HP 7. 7637-7705 MHZ. HIGH,CAT-NAT15-001286,,V35 IP RUBIS (FH)ODU 300,,
"ODU 300 – 7 Ghz High, Tx : 7666 - 7...",CAT-NAT15-001283,AVIAT,V35 IP RUBIS (FH)ODU 300,BLOC173A,EAH-07-0161-122
HP 7. 7549-7606 MHZ. LOW,CAT-NAT15-001282,,V35 IP RUBIS (FH)ODU 300,,
"ODU 600V1 – 7 Ghz Low, Tx : 7421 - ...",CAT-NAT15-001280,AVIAT,V35 IP RUBIS (FH)ODU 600 V1,BLOC270A,EEH-07-0161-201
HP 7. 7480-7544 MHZ. LOW,CAT-NAT15-001279,,V35 IP RUBIS (FH)ODU 300,,
HP 7. 7421-7491 MHZ. LOW,CAT-NAT15-001277,,V35 IP RUBIS (FH)ODU 300,,
HP 7. 7331-7391 MHZ. HIGH,CAT-NAT15-001276,,V35 IP RUBIS (FH)ODU 300,,
HP 7. 7170-7230 MHZ. LOW,CAT-NAT15-001275,,V35 IP RUBIS (FH)ODU 300,,
HP 7 GHZ LOW,CAT-NAT15-001274,,V35 IP RUBIS (FH)ODU 300,,
HP 7 GHZ HIGH,CAT-NAT15-001273,,V35 IP RUBIS (FH)ODU 300,,
HP 38 GHZ LOW,CAT-NAT15-001272,,V35 IP RUBIS (FH)ODU 300,,
HP 38 GHZ HIGH,CAT-NAT15-001271,,ODU 300V35 IP RUBIS (FH),,
EP 5 GHZ LOW,CAT-NAT15-001270,,V35 IP RUBIS (FH)ODU 300,,
EP 5 GHZ HIGH,CAT-NAT15-001269,,V35 IP RUBIS (FH)ODU 300,,
"ODU 600V1 – 7 Ghz Low, Tx : 7480 – ...",CAT-NAT15-001268,AVIAT,ODU 600 V1V35 IP RUBIS (FH),BLOC276A,EEH-07-0161-181
7 LOW - EEH-07-0161-221,CAT-NAT15-001267,,V35 IP RUBIS (FH)ODU 600 V1,BLOC274A,
"ODU 600V1 - 7 Ghz Low, Tx :7512 – 7...",CAT-NAT15-001266,AVIAT,V35 IP RUBIS (FH)ODU 600 V1,BLOC273A,EEH-07-0161-121
"ODU 600V1 -  7 Ghz Low, Tx : 7480-7...",CAT-NAT15-001265,AVIAT,V35 IP RUBIS (FH)ODU 600 V1,BLOC272A,EEH-07-0161-111
7 HIGH - EEH-07-0161-222,CAT-NAT15-001263,,V35 IP RUBIS (FH)ODU 600 V1,BLOC374A,
"ODU 600V1 -  7 Ghz  High, Tx : 7582...",CAT-NAT15-001262,AVIAT,V35 IP RUBIS (FH)ODU 600 V1,BLOC370A,EEH-07-0161-202
"ODU 600V1 -  7 Ghz High, Tx : 7637 ...",CAT-NAT15-001261,AVIAT,V35 IP RUBIS (FH)ODU 600 V1,BLOC376A,EEH-07-0161-182
"ODU 600V1 – 7 Ghz  High, Tx : 7666 ...",CAT-NAT15-001260,AVIAT,V35 IP RUBIS (FH)ODU 600 V1,BLOC373A,EEH-07-0161-122
"ODU 600V1 -  7 Ghz High, Tx : 7637-...",CAT-NAT15-001259,,V35 IP RUBIS (FH)ODU 600 V1,BLOC372A,EEH-07-0161-112
7 HIGH - EEH-07-0161-022,CAT-NAT15-001257,,ODU 600 V1V35 IP RUBIS (FH),BLOC371A,
7 LOW - EEH-07-0161-041,CAT-NAT15-001256,,ODU 600 V1V35 IP RUBIS (FH),BLOC275A,
"ODU 600V1 – 26 Ghz Low, Tx : 25085-...",CAT-NAT15-001255,AVIAT,ODU 600 V1V35 IP RUBIS (FH),BLOC290A,EEH-26-1008-031
"ODU 600V1 – 26 Ghz High, Tx : 26093...",CAT-NAT15-001254,AVIAT,ODU 600 V1V35 IP RUBIS (FH),BLOC390A,EEH-26-1008-032
"ODU 600V1 - 15 Ghz Low, Tx : 14500-...",CAT-NAT15-001253,AVIAT,ODU 600 V1V35 IP RUBIS (FH),BLOC280A,EEH-15-0728-021
"ODU 600V1 - 15 Ghz High, Tx : 15136...",CAT-NAT15-001252,AVIAT,V35 IP RUBIS (FH)ODU 600 V1,BLOC380A,EEH-15-0728-022
ENSEMBLE INU AVEC CARTES NCC ET FAN,CAT-NAT15-001251,,INUV35 IP RUBIS (FH),,
NCC DE CONTROLE DU NOEUD ET DE LA G...,CAT-NAT15-001250,,INUV35 IP RUBIS (FH),CARTE024,
LICENCE INUE,CAT-NAT15-001249,,V35 IP RUBIS (FH)ENVIRONNEMENT LOGICIEL,,
CHASSIS INUE (SANS KIT ACCESSOIRES),CAT-NAT15-001248,AVIAT,CHASSISV35 IP RUBIS (FH),CHASS012,EXE-002
SIB2 (SWITCH INTERFACE BOARD),CAT-NAT15-001246,,V35 IP RUBIS (FH)CARTE,MODSIB2A,
RIB (RUBIS INTERFACE BOARD),CAT-NAT15-001245,,V35 IP RUBIS (FH)CARTE,MODRIB-A,
CARTE INTERFACE SWITCH ETHERNET DAC...,CAT-NAT15-001244,,V35 IP RUBIS (FH)CARTE,MOD0760A,
INTERFACE RADIO RAC 60,CAT-NAT15-001243,,V35 IP RUBIS (FH)CARTE,MOD0759A,
INTERFACE ALARME ET VOIE AUXILIAIRE...,CAT-NAT15-001242,,V35 IP RUBIS (FH)CARTE,MOD0761A,
DE PROTECTION NPC POUR LA REDONDANC...,CAT-NAT15-001241,,CARTEV35 IP RUBIS (FH),MOD0769A,
F.H. 19 POUCES,CAT-NAT15-001240,,V35 IP RUBIS (FH)BAIE,,
CABLE DE MESURE 18GHZ DE 8 M AVEC C...,CAT-NAT15-001239,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P24RR (2.40M) POUR RESEAUX FH,CAT-NAT15-001238,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
P18-RR - 2.5 GHz,CAT-NAT15-001237,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P18-R -2.5 GHz,CAT-NAT15-001236,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
P18 -2.5 GHz,CAT-NAT15-001235,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P12-RR - 2.5 GHz,CAT-NAT15-001234,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P12-RR - 15 GHz,CAT-NAT15-001233,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P12-R -15 GHz,CAT-NAT15-001232,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P12-R - 2.5 GHz,CAT-NAT15-001231,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P12 - 2.5 GHz,CAT-NAT15-001230,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P07-R -2.5 GHz,CAT-NAT15-001229,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
P07-R -15 GHz,CAT-NAT15-001228,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
P07 - 2.5 GHz,CAT-NAT15-001227,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
P03-R -15 GHz,CAT-NAT15-001226,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
G18 -2.5 GHz,CAT-NAT15-001225,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
G12 -2.5 GHz,CAT-NAT15-001224,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
2.4M DEPORTEE - 7 GHZ,CAT-NAT15-001223,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
2.3 A 2.7GHz POUR FAISCEAUX HE,CAT-NAT15-001222,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
1.8M INTEGREE - 7 GHZ,CAT-NAT15-001221,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
1.8M INTEGREE - 15 GHZ,CAT-NAT15-001220,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
1.8M DEPORTEE - 5 GHZ,CAT-NAT15-001219,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
1.2M INTEGREE - 7 GHZ,CAT-NAT15-001218,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
1.2M INTEGREE - 26GHZ,CAT-NAT15-001217,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
1.2M INTEGREE - 15 GHZ,CAT-NAT15-001216,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
1.2M DEPORTEE - 5 GHZ,CAT-NAT15-001215,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
0.9M INTEGREE - 7 GHZ,CAT-NAT15-001214,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
0.9M INTEGREE - 26GHZ,CAT-NAT15-001213,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
0.9M INTEGREE - 15 GHZ,CAT-NAT15-001212,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
0.6M INTEGREE - 7 GHZ,CAT-NAT15-001211,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
0.6M INTEGREE - 38GHZ,CAT-NAT15-001210,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
0.6M INTEGREE - 26GHZ,CAT-NAT15-001209,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
0.6M INTEGREE - 15 GHZ,CAT-NAT15-001208,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
0.6M DEPORTEE - 5 GHZ,CAT-NAT15-001207,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
0.3M INTEGREE - 38GHZ,CAT-NAT15-001206,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
0.3M INTEGREE - 26GHZ,CAT-NAT15-001205,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
0.3M INTEGREE - 15 GHZ,CAT-NAT15-001204,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
CORNET EMISSION ET MESURE 700MHZ A ...,CAT-NAT15-001203,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
CORNET C-19 - 2.5 GHz,CAT-NAT15-001202,,ANTENNE PARABOLIQUEV35 IP RUBIS (FH),,
0.6M DEPORTEE - 38 GHZ,CAT-NAT15-001201,,V35 IP RUBIS (FH)ANTENNE PARABOLIQUE,,
ATELIER ENERGIE TYPE 3 INTERIEURE M...,CAT-NAT15-001200,,ALIMENTATIONV35 IP RUBIS (FH),,
ATELIER ENERGIE TYPE 2 INTERIEURE T...,CAT-NAT15-001199,,V35 IP RUBIS (FH)ALIMENTATION,,
ATELIER ENERGIE TYPE 1 INTERIEUR TR...,CAT-NAT15-001198,,ALIMENTATIONV35 IP RUBIS (FH),,
